# code|package|url|sha256|display_name
ckb|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Central Kurdish
ojc|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Central Ojibwa
esu|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Central Yupik
shu|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chadian Arabic
chg|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chagatai
ccp|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chakma
ch|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chamorro
ce|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chechen
chr|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Cherokee
chy|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Cheyenne
chb|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chibcha
cic|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chickasaw
cgg|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chiga
clc|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chilcotin
qug|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chimborazo Highland Quichua
zh|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chinese
chn|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chinook Jargon
chp|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chipewyan
cho|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Choctaw
cu|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Church Slavic
chk|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chuukese
cv|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Chuvash
nwc|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Classical Newari
syc|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Classical Syriac
ksh|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Colognian
swb|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Comorian
cop|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Coptic
kw|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Cornish
co|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Corsican
cr|influent-language-pack-all_0.2.1_all.deb|https://github.com/JesusQuijada34/danenone/releases/download/language-packs-v0.2.1|30f1045bb9d0d8755d6553d4cad5a2ede3ef0b12e25aa9fa53d973dee1c0c00c|Cree
